problem_id,category,solver_rule,solver_predicted,solver_correct,solver_parse_ok,answer,solver_explanation
108067c3,equation,unknown_operator_fallback,,False,False,$$`,parse_error: no examples extracted from question text.
10a94678,equation,unknown_operator_fallback,,False,False,"""""\}",parse_error: no examples extracted from question text.
10b71e8a,equation,unknown_operator_fallback,,False,False,#}:,parse_error: no examples extracted from question text.
10d7bd1b,equation,unknown_operator_fallback,,False,True,77,No rule matched all 2 example(s). Test case: 59 - 81 = ?
10fdae00,equation,unknown_operator_fallback,,False,True,-47,No rule matched all 3 example(s). Test case: 52 - 99 = ?
10ff9431,equation,unknown_operator_fallback,,False,False,0271,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
111e3b8e,equation,unknown_operator_fallback,,False,True,41,No rule matched all 4 example(s). Test case: 32 ^ 10 = ?
114a8d85,equation,unknown_operator_fallback,,False,False,221,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1153ce4a,equation,unknown_operator_fallback,,False,False,>|>,parse_error: no examples extracted from question text.
118889da,equation,unknown_operator_fallback,,False,False,10,parse_error: no examples extracted from question text.
118f8c86,equation,unknown_operator_fallback,,False,False,1,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
11e77bf9,equation,unknown_operator_fallback,,False,False,@',parse_error: no examples extracted from question text.
11f62c83,equation,unknown_operator_fallback,,False,True,951,No rule matched all 1 example(s). Test case: 98 $ 07 = ?
11fee43b,equation,unknown_operator_fallback,,False,False,]&'[,parse_error: no examples extracted from question text.
124db55f,equation,unknown_operator_fallback,,False,False,4447,parse_error: no examples extracted from question text.
12734c90,equation,unknown_operator_fallback,,False,False,]@>[,parse_error: no examples extracted from question text.
12d4a2df,equation,unknown_operator_fallback,,False,True,-6,No rule matched all 3 example(s). Test case: 68 - 08 = ?
1322241b,equation,unknown_operator_fallback,,False,False,61,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1342687b,equation,unknown_operator_fallback,,False,False,<%#<,parse_error: no examples extracted from question text.
13892a7c,equation,unknown_operator_fallback,,False,True,-85,No rule matched all 4 example(s). Test case: 61 - 47 = ?
13ad7bce,equation,unknown_operator_fallback,,False,True,-73,No rule matched all 4 example(s). Test case: 71 - 45 = ?
141a881e,equation,unknown_operator_fallback,,False,False,//%',parse_error: no examples extracted from question text.
144a3e31,equation,unknown_operator_fallback,,False,True,582,No rule matched all 2 example(s). Test case: 51 - 91 = ?
1450fbc4,equation,unknown_operator_fallback,,False,False,96,parse_error: no examples extracted from question text.
14905278,equation,unknown_operator_fallback,,False,False,5935,parse_error: no examples extracted from question text.
1497f970,equation,unknown_operator_fallback,,False,True,671,No rule matched all 3 example(s). Test case: 28 + 49 = ?
14d4d68e,equation,unknown_operator_fallback,,False,False,-$',parse_error: no examples extracted from question text.
1520013c,equation,unknown_operator_fallback,,False,False,[[,parse_error: no examples extracted from question text.
1526c35d,equation,unknown_operator_fallback,,False,False,2475,parse_error: no examples extracted from question text.
1545b8f1,equation,unknown_operator_fallback,,False,False,!)>,parse_error: no examples extracted from question text.
155b4694,equation,unknown_operator_fallback,,False,True,2322,No rule matched all 1 example(s). Test case: 92 + 77 = ?
156e8c2c,equation,unknown_operator_fallback,,False,False,{[#,parse_error: no examples extracted from question text.
157228d7,equation,unknown_operator_fallback,,False,False,35,parse_error: no examples extracted from question text.
1580f498,equation,unknown_operator_fallback,,False,True,1554,No rule matched all 5 example(s). Test case: 05 * 19 = ?
15950a46,equation,unknown_operator_fallback,,False,False,}@<[,parse_error: no examples extracted from question text.
15a1d279,equation,unknown_operator_fallback,,False,True,0782,No rule matched all 3 example(s). Test case: 07 * 14 = ?
162ff61a,equation,unknown_operator_fallback,,False,False,?!,parse_error: no examples extracted from question text.
163db2d8,equation,unknown_operator_fallback,,False,True,851,No rule matched all 4 example(s). Test case: 58 + 37 = ?
164b3241,equation,unknown_operator_fallback,,False,True,52,No rule matched all 3 example(s). Test case: 12 & 41 = ?
16699d43,equation,unknown_operator_fallback,,False,True,10,No rule matched all 2 example(s). Test case: 67 + 57 = ?
16cf827a,equation,unknown_operator_fallback,,False,False,"""[``",parse_error: no examples extracted from question text.
16ddcf94,equation,unknown_operator_fallback,,False,False,"""^",parse_error: no examples extracted from question text.
17093b07,equation,unknown_operator_fallback,,False,False,>{{,parse_error: no examples extracted from question text.
175fc78a,equation,unknown_operator_fallback,,False,False,!)(',parse_error: no examples extracted from question text.
1779c616,equation,unknown_operator_fallback,,False,False,134,parse_error: no examples extracted from question text.
177f0c22,equation,unknown_operator_fallback,,False,False,/>,parse_error: no examples extracted from question text.
1785b35e,equation,unknown_operator_fallback,,False,False,:^:/,parse_error: no examples extracted from question text.
17c98340,equation,unknown_operator_fallback,,False,False,731,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
17d40290,equation,unknown_operator_fallback,,False,False,$:,parse_error: no examples extracted from question text.
17d62f7a,equation,unknown_operator_fallback,,False,False,?|:|,parse_error: no examples extracted from question text.
17fe003b,equation,unknown_operator_fallback,,False,False,"))""",parse_error: no examples extracted from question text.
180ddd62,equation,unknown_operator_fallback,,False,False,]/,parse_error: no examples extracted from question text.
18268687,equation,forward_concat,,False,False,0,parse_error: no test case (= ?) found. Rule identified from examples: forward_concat.
1861c08f,equation,unknown_operator_fallback,,False,False,3001,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
18a4d39d,equation,unknown_operator_fallback,,False,False,"#$""/",parse_error: no examples extracted from question text.
18bce168,equation,unknown_operator_fallback,,False,False,@&`{,parse_error: no examples extracted from question text.
191ac967,equation,unknown_operator_fallback,,False,False,!>,parse_error: no examples extracted from question text.
193c21d5,equation,unknown_operator_fallback,,False,False,}>[[,parse_error: no examples extracted from question text.
194695e8,equation,unknown_operator_fallback,,False,False,%,parse_error: no examples extracted from question text.
196ff375,equation,unknown_operator_fallback,,False,False,@@@,parse_error: no examples extracted from question text.
19968602,equation,unknown_operator_fallback,,False,False,"""!`|",parse_error: no examples extracted from question text.
19ab8087,equation,unknown_operator_fallback,,False,False,^)],parse_error: no examples extracted from question text.
1a112a8f,equation,unknown_operator_fallback,,False,False,>?,parse_error: no examples extracted from question text.
1a28140b,equation,unknown_operator_fallback,,False,False,%`&,parse_error: no examples extracted from question text.
1a493b13,equation,unknown_operator_fallback,,False,False,-],parse_error: no examples extracted from question text.
1ab54795,equation,unknown_operator_fallback,,False,False,%,parse_error: no examples extracted from question text.
1ac66163,equation,unknown_operator_fallback,,False,False,#'[,parse_error: no examples extracted from question text.
1b019515,equation,unknown_operator_fallback,,False,False,134,parse_error: no examples extracted from question text.
1b3beb8f,equation,unknown_operator_fallback,,False,True,108,No rule matched all 2 example(s). Test case: 87 | 22 = ?
1b6366af,equation,unknown_operator_fallback,,False,False,03!,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1bc85bd9,equation,unknown_operator_fallback,,False,True,93,No rule matched all 3 example(s). Test case: 16 - 22 = ?
1c2e9814,equation,unknown_operator_fallback,,False,False,'?},parse_error: no examples extracted from question text.
1c4861e6,equation,unknown_operator_fallback,,False,True,993,No rule matched all 4 example(s). Test case: 12 * 91 = ?
1c48f9aa,equation,unknown_operator_fallback,,False,False,8610,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1c7a0091,equation,unknown_operator_fallback,,False,False,)`<@,parse_error: no examples extracted from question text.
1cb4d524,equation,unknown_operator_fallback,,False,False,6314,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1cce5949,equation,unknown_operator_fallback,,False,False,[?},parse_error: no examples extracted from question text.
1d10ccaf,equation,unknown_operator_fallback,,False,False,<({&,parse_error: no examples extracted from question text.
1d15b7e6,equation,unknown_operator_fallback,,False,False,|['{,parse_error: no examples extracted from question text.
1d6c587d,equation,unknown_operator_fallback,,False,False,6163,parse_error: no examples extracted from question text.
1d92ba5d,equation,unknown_operator_fallback,,False,True,511,No rule matched all 1 example(s). Test case: 59 & 02 = ?
1da822f1,equation,unknown_operator_fallback,,False,False,598,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
1db0c6fe,equation,unknown_operator_fallback,,False,True,72,No rule matched all 3 example(s). Test case: 48 @ 23 = ?
1e0f6678,equation,unknown_operator_fallback,,False,True,1332,No rule matched all 1 example(s). Test case: 37 * 36 = ?
1e248995,equation,unknown_operator_fallback,,False,True,31,No rule matched all 4 example(s). Test case: 13 ^ 18 = ?
1eaf6228,equation,unknown_operator_fallback,,False,True,483,No rule matched all 4 example(s). Test case: 42 * 61 = ?
1ee54412,equation,unknown_operator_fallback,,False,True,72,No rule matched all 2 example(s). Test case: 58 - 85 = ?
1ef51442,equation,unknown_operator_fallback,,False,True,8002,No rule matched all 4 example(s). Test case: 94 * 14 = ?
1f0674b0,equation,unknown_operator_fallback,,False,True,401,No rule matched all 4 example(s). Test case: 54 + 95 = ?
1f0fbe5f,equation,unknown_operator_fallback,,False,True,14,No rule matched all 3 example(s). Test case: 54 - 68 = ?
1f445c5e,equation,unknown_operator_fallback,,False,False,1564,parse_error: no examples extracted from question text.
1f4c8169,equation,unknown_operator_fallback,,False,True,051,No rule matched all 4 example(s). Test case: 86 + 28 = ?
1f64478c,equation,unknown_operator_fallback,,False,False,:{,parse_error: no examples extracted from question text.
1f7cf3b9,equation,unknown_operator_fallback,,False,False,\@:],parse_error: no examples extracted from question text.
1fb37a08,equation,unknown_operator_fallback,,False,False,$!:,parse_error: no examples extracted from question text.
2049f01d,equation,unknown_operator_fallback,,False,True,23,No rule matched all 5 example(s). Test case: 52 - 75 = ?
207ab66f,equation,unknown_operator_fallback,,False,False,2815,parse_error: no examples extracted from question text.
208d7838,equation,unknown_operator_fallback,,False,False,[:,parse_error: no examples extracted from question text.
209c43f0,equation,unknown_operator_fallback,,False,True,101,No rule matched all 2 example(s). Test case: 18 ^ 84 = ?
209d28ca,equation,unknown_operator_fallback,,False,False,171,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
20e6b2d1,equation,unknown_operator_fallback,,False,False,'',parse_error: no examples extracted from question text.
20f0fac9,equation,unknown_operator_fallback,,False,False,2976,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
21261dc6,equation,unknown_operator_fallback,,False,True,-25,No rule matched all 1 example(s). Test case: 02 - 27 = ?
212e792d,equation,unknown_operator_fallback,,False,False,)//,parse_error: no examples extracted from question text.
21519be7,equation,unknown_operator_fallback,,False,True,35,No rule matched all 1 example(s). Test case: 82 @ 52 = ?
21b90d9f,equation,unknown_operator_fallback,,False,False,){?{,parse_error: no examples extracted from question text.
21dff465,equation,unknown_operator_fallback,,False,False,@9,parse_error: no examples extracted from question text.
21ee162c,equation,unknown_operator_fallback,,False,False,'&{,parse_error: no examples extracted from question text.
22288152,equation,unknown_operator_fallback,,False,False,081,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
223b2899,equation,unknown_operator_fallback,,False,False,<[{?,parse_error: no examples extracted from question text.
224efda1,equation,forward_concat,,False,False,7,parse_error: no test case (= ?) found. Rule identified from examples: forward_concat.
226cbdf8,equation,unknown_operator_fallback,,False,False,#[`,parse_error: no examples extracted from question text.
228bd26b,equation,unknown_operator_fallback,,False,True,4012,No rule matched all 2 example(s). Test case: 40 / 12 = ?
234e5b9e,equation,unknown_operator_fallback,,False,False,$]|&,parse_error: no examples extracted from question text.
236a2204,equation,unknown_operator_fallback,,False,False,`>,parse_error: no examples extracted from question text.
23800316,equation,unknown_operator_fallback,,False,False,79,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
239771fb,equation,unknown_operator_fallback,,False,False,|)},parse_error: no examples extracted from question text.
23b0eb54,equation,unknown_operator_fallback,,False,False,]/:),parse_error: no examples extracted from question text.
23c59364,equation,unknown_operator_fallback,,False,False,>/,parse_error: no examples extracted from question text.
23f98595,equation,unknown_operator_fallback,,False,False,03,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
2423926d,equation,unknown_operator_fallback,,False,True,48,No rule matched all 5 example(s). Test case: 33 + 25 = ?
24750c4a,equation,unknown_operator_fallback,,False,False,?)/{,parse_error: no examples extracted from question text.
24b2d8eb,equation,unknown_operator_fallback,,False,False,/[:`,parse_error: no examples extracted from question text.
24e1f1d5,equation,unknown_operator_fallback,,False,False,^#(!,parse_error: no examples extracted from question text.
252d0997,equation,unknown_operator_fallback,,False,False,-/@,parse_error: no examples extracted from question text.
258b796b,equation,unknown_operator_fallback,,False,False,`]|[,parse_error: no examples extracted from question text.
25e89624,equation,unknown_operator_fallback,,False,False,"[""$",parse_error: no examples extracted from question text.
25eb7b03,equation,unknown_operator_fallback,,False,False,23,parse_error: no examples extracted from question text.
25ee72c3,equation,unknown_operator_fallback,,False,False,"#""<<",parse_error: no examples extracted from question text.
25f2f2cd,equation,unknown_operator_fallback,,False,True,901,No rule matched all 3 example(s). Test case: 15 + 75 = ?
260f20c1,equation,unknown_operator_fallback,,False,False,43,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
2613a77b,equation,unknown_operator_fallback,,False,False,"""|%<",parse_error: no examples extracted from question text.
26168be6,equation,unknown_operator_fallback,,False,True,99,No rule matched all 2 example(s). Test case: 23 + 76 = ?
26258d8a,equation,unknown_operator_fallback,,False,False,^,parse_error: no examples extracted from question text.
26a2a1b8,equation,unknown_operator_fallback,,False,False,(:,parse_error: no examples extracted from question text.
26b716ed,equation,unknown_operator_fallback,,False,False,36,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
26dbd20d,equation,unknown_operator_fallback,,False,True,0374,No rule matched all 3 example(s). Test case: 55 * 68 = ?
26e48e98,equation,unknown_operator_fallback,,False,False,){|,parse_error: no examples extracted from question text.
2701a005,equation,unknown_operator_fallback,,False,False,140,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
271a867c,equation,unknown_operator_fallback,,False,False,:,parse_error: no examples extracted from question text.
272bde97,equation,reverse_concat,3114,False,True,55,examples_parsed=1; rule=reverse_concat; input=(14 + 31); predicted=3114; expected=55; match=NO
274def88,equation,unknown_operator_fallback,,False,True,92,No rule matched all 3 example(s). Test case: 85 - 92 = ?
275b0f39,equation,unknown_operator_fallback,,False,False,[%[<,parse_error: no examples extracted from question text.
275db7d4,equation,unknown_operator_fallback,,False,False,6221,parse_error: no examples extracted from question text.
27661a37,equation,unknown_operator_fallback,,False,True,741,No rule matched all 4 example(s). Test case: 96 + 77 = ?
27cec7a9,equation,unknown_operator_fallback,,False,False,3341,parse_error: no examples extracted from question text.
27fdca03,equation,unknown_operator_fallback,,False,False,@!,parse_error: no examples extracted from question text.
286135d3,equation,unknown_operator_fallback,,False,True,835,No rule matched all 5 example(s). Test case: 11 @ 94 = ?
28827821,equation,unknown_operator_fallback,,False,False,}|^,parse_error: no examples extracted from question text.
289602f1,equation,unknown_operator_fallback,,False,False,?!,parse_error: no examples extracted from question text.
28b0ff48,equation,unknown_operator_fallback,,False,False,'],parse_error: no examples extracted from question text.
28f7012c,equation,unknown_operator_fallback,,False,True,7541,No rule matched all 3 example(s). Test case: 41 + 75 = ?
294453b5,equation,unknown_operator_fallback,,False,False,&(,parse_error: no examples extracted from question text.
2995c179,equation,unknown_operator_fallback,,False,False,(^,parse_error: no examples extracted from question text.
2a204590,equation,unknown_operator_fallback,,False,False,&<^#,parse_error: no examples extracted from question text.
2a25de27,equation,unknown_operator_fallback,,False,False,^^',parse_error: no examples extracted from question text.
2a5e45a4,equation,unknown_operator_fallback,,False,False,`@},parse_error: no examples extracted from question text.
2a73a462,equation,unknown_operator_fallback,,False,False,9302,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
2aeb5265,equation,unknown_operator_fallback,,False,True,75,No rule matched all 3 example(s). Test case: 28 - 52 = ?
2af7134e,equation,unknown_operator_fallback,,False,True,20,No rule matched all 3 example(s). Test case: 61 + 41 = ?
2afebbc3,equation,unknown_operator_fallback,,False,True,16,No rule matched all 4 example(s). Test case: 18 / 52 = ?
2affe39c,equation,unknown_operator_fallback,,False,False,(],parse_error: no examples extracted from question text.
2b1a109a,equation,unknown_operator_fallback,,False,False,-/),parse_error: no examples extracted from question text.
2b3540d8,equation,unknown_operator_fallback,,False,False,""":$""",parse_error: no examples extracted from question text.
2ba4b99f,equation,unknown_operator_fallback,,False,False,@:%>,parse_error: no examples extracted from question text.
2bc2a65a,equation,unknown_operator_fallback,,False,True,701,No rule matched all 5 example(s). Test case: 14 + 66 = ?
2bca5e57,equation,unknown_operator_fallback,,False,False,\}},parse_error: no examples extracted from question text.
2beb5851,equation,unknown_operator_fallback,,False,False,23,parse_error: no test case (= ?) found. Rule identified from examples: unknown_operator_fallback.
2c017f70,equation,unknown_operator_fallback,,False,False,>/%(,parse_error: no examples extracted from question text.
2c1cace4,equation,unknown_operator_fallback,,False,False,!},parse_error: no examples extracted from question text.
2c8e2e06,equation,unknown_operator_fallback,,False,True,&52,No rule matched all 1 example(s). Test case: 38 & 90 = ?
2c9a8df6,equation,unknown_operator_fallback,,False,False,-]\,parse_error: no examples extracted from question text.
2cc274cb,equation,unknown_operator_fallback,,False,True,6821,No rule matched all 2 example(s). Test case: 21 + 68 = ?
2cf042b9,equation,unknown_operator_fallback,,False,False,?^,parse_error: no examples extracted from question text.
2cf587f6,equation,unknown_operator_fallback,,False,False,159,parse_error: no examples extracted from question text.
2d3547af,equation,unknown_operator_fallback,,False,False,))^),parse_error: no examples extracted from question text.
2d3e809c,equation,unknown_operator_fallback,,False,True,9264,No rule matched all 1 example(s). Test case: 25 * 98 = ?
2d624cab,equation,unknown_operator_fallback,,False,False,![)],parse_error: no examples extracted from question text.
2d7edafd,equation,unknown_operator_fallback,,False,False,:{&,parse_error: no examples extracted from question text.
2d89386e,equation,unknown_operator_fallback,,False,False,:,parse_error: no examples extracted from question text.
2db53c85,equation,unknown_operator_fallback,,False,False,)//:,parse_error: no examples extracted from question text.
2dd48cac,equation,unknown_operator_fallback,,False,True,-05,No rule matched all 3 example(s). Test case: 22 - 27 = ?
2de43f9f,equation,unknown_operator_fallback,,False,False,'%,parse_error: no examples extracted from question text.
2e044d8e,equation,unknown_operator_fallback,,False,True,5233,No rule matched all 2 example(s). Test case: 53 @ 59 = ?
2e1b9d84,equation,unknown_operator_fallback,,False,False,"]>""",parse_error: no examples extracted from question text.
2e2d60b2,equation,unknown_operator_fallback,,False,True,07,No rule matched all 4 example(s). Test case: 85 + 11 = ?
2e37e963,equation,unknown_operator_fallback,,False,True,-15,No rule matched all 4 example(s). Test case: 71 - 86 = ?
2e550436,equation,unknown_operator_fallback,,False,False,?){,parse_error: no examples extracted from question text.
2e8fc884,equation,unknown_operator_fallback,,False,False,<[$,parse_error: no examples extracted from question text.
2e9639de,equation,unknown_operator_fallback,,False,True,3585,No rule matched all 3 example(s). Test case: 64 & 56 = ?
2e9973b7,equation,unknown_operator_fallback,,False,False,)\?%,parse_error: no examples extracted from question text.
2e9b1b9d,equation,unknown_operator_fallback,,False,False,<),parse_error: no examples extracted from question text.
2ee39f5f,equation,unknown_operator_fallback,,False,True,0621,No rule matched all 4 example(s). Test case: 63 * 53 = ?
2f46a715,equation,unknown_operator_fallback,,False,False,]]&|,parse_error: no examples extracted from question text.
2f485a40,equation,forward_concat,1867,True,True,1867,examples_parsed=2; rule=forward_concat; input=(18 + 67); predicted=1867; expected=1867; match=YES
